file_name,label
train_0114.wav,NorthernS
train_0115.wav,NorthernS
train_0116.wav,UrbanS
train_0117.wav,EasternS
train_0118.wav,UrbanS
train_0119.wav,UrbanS
train_0120.wav,NorthernS
train_0121.wav,EasternS
train_0122.wav,EasternS
train_0123.wav,UrbanS
train_0124.wav,UrbanS
train_0125.wav,EasternS
train_0126.wav,UrbanS
train_0127.wav,NorthernS
train_0128.wav,UrbanS
train_0129.wav,UrbanS
train_0130.wav,UrbanS
train_0131.wav,EasternS
train_0132.wav,NorthernS
train_0133.wav,UrbanS
train_0134.wav,NorthernS
train_0135.wav,NorthernS
train_0136.wav,EasternS
train_0137.wav,UrbanS
train_0138.wav,UrbanS
train_0139.wav,UrbanS
train_0140.wav,EasternS
train_0141.wav,UrbanS
train_0142.wav,EasternS
train_0143.wav,UrbanS
train_0144.wav,NorthernS
train_0145.wav,UrbanS
train_0146.wav,NorthernS
train_0147.wav,EasternS
train_0148.wav,NorthernS
train_0149.wav,NorthernS
train_0150.wav,UrbanS
train_0151.wav,UrbanS
train_0152.wav,UrbanS
train_0153.wav,EasternS
train_0154.wav,UrbanS
train_0155.wav,EasternS
train_0156.wav,EasternS
train_0157.wav,EasternS
train_0158.wav,NorthernS
train_0159.wav,UrbanS
train_0160.wav,UrbanS
train_0161.wav,NorthernS
train_0162.wav,UrbanS
train_0163.wav,UrbanS
train_0164.wav,UrbanS
train_0165.wav,UrbanS
train_0166.wav,UrbanS
train_0167.wav,UrbanS
train_0168.wav,UrbanS
train_0169.wav,UrbanS
train_0170.wav,UrbanS
train_0171.wav,EasternS
train_0172.wav,UrbanS
train_0173.wav,NorthernS
train_0174.wav,UrbanS
train_0175.wav,EasternS
train_0176.wav,UrbanS
train_0177.wav,UrbanS
train_0178.wav,NorthernS
train_0179.wav,UrbanS
train_0180.wav,EasternS
train_0181.wav,EasternS
train_0182.wav,UrbanS
train_0183.wav,EasternS
train_0184.wav,NorthernS
train_0185.wav,UrbanS
train_0186.wav,EasternS
train_0187.wav,UrbanS
train_0188.wav,UrbanS
train_0189.wav,UrbanS
train_0190.wav,UrbanS
train_0191.wav,NorthernS
train_0192.wav,UrbanS
train_0193.wav,UrbanS
train_0194.wav,NorthernS
train_0195.wav,NorthernS
train_0196.wav,EasternS
train_0197.wav,NorthernS
train_0198.wav,EasternS
train_0199.wav,EasternS
train_0200.wav,EasternS
train_0201.wav,EasternS
train_0202.wav,NorthernS
train_0203.wav,NorthernS
train_0204.wav,EasternS
train_0205.wav,NorthernS
train_0206.wav,NorthernS
train_0207.wav,UrbanS
train_0208.wav,EasternS
train_0209.wav,UrbanS
train_0210.wav,EasternS
train_0211.wav,NorthernS
train_0212.wav,EasternS
train_0213.wav,EasternS
train_0214.wav,UrbanS
train_0215.wav,EasternS
train_0216.wav,UrbanS
train_0217.wav,UrbanS
train_0218.wav,NorthernS
train_0219.wav,EasternS
train_0220.wav,NorthernS
train_0221.wav,NorthernS
train_0222.wav,NorthernS
train_0223.wav,NorthernS
train_0224.wav,UrbanS
train_0225.wav,NorthernS
train_0226.wav,EasternS
train_0227.wav,EasternS
train_0228.wav,NorthernS
train_0229.wav,UrbanS
train_0230.wav,UrbanS
train_0231.wav,UrbanS
train_0232.wav,UrbanS
train_0233.wav,UrbanS
train_0234.wav,UrbanS
train_0235.wav,NorthernS
train_0236.wav,NorthernS
train_0237.wav,UrbanS
train_0238.wav,UrbanS
train_0239.wav,UrbanS
train_0240.wav,UrbanS
train_0241.wav,EasternS
train_0242.wav,UrbanS
train_0243.wav,UrbanS
train_0244.wav,UrbanS
train_0245.wav,EasternS
train_0246.wav,NorthernS
train_0247.wav,UrbanS
train_0248.wav,UrbanS
train_0249.wav,NorthernS
train_0250.wav,EasternS
train_0251.wav,EasternS
train_0252.wav,UrbanS
train_0253.wav,NorthernS
train_0254.wav,EasternS
train_0255.wav,EasternS
train_0256.wav,EasternS
train_0257.wav,UrbanS
train_0258.wav,UrbanS
train_0259.wav,UrbanS
train_0260.wav,UrbanS
train_0261.wav,UrbanS
train_0262.wav,UrbanS
train_0263.wav,EasternS
train_0264.wav,UrbanS
train_0265.wav,UrbanS
train_0266.wav,NorthernS
train_0267.wav,UrbanS
train_0268.wav,NorthernS
train_0269.wav,UrbanS
train_0270.wav,UrbanS
train_0271.wav,EasternS
train_0272.wav,UrbanS
train_0273.wav,UrbanS
train_0274.wav,NorthernS
train_0275.wav,EasternS
train_0276.wav,UrbanS
train_0277.wav,EasternS
train_0278.wav,EasternS
train_0279.wav,UrbanS
train_0280.wav,NorthernS
train_0281.wav,UrbanS
train_0282.wav,EasternS
train_0283.wav,UrbanS
train_0284.wav,UrbanS
train_0285.wav,NorthernS
train_0286.wav,EasternS
train_0287.wav,NorthernS
train_0288.wav,EasternS
train_0289.wav,UrbanS
train_0290.wav,EasternS
train_0291.wav,EasternS
train_0292.wav,UrbanS
train_0293.wav,UrbanS
train_0294.wav,NorthernS
train_0295.wav,UrbanS
train_0296.wav,NorthernS
train_0297.wav,NorthernS
train_0298.wav,UrbanS
train_0299.wav,EasternS
train_0300.wav,EasternS
train_0301.wav,EasternS
train_0302.wav,UrbanS
train_0303.wav,UrbanS
train_0304.wav,NorthernS
train_0305.wav,UrbanS
train_0306.wav,UrbanS
train_0307.wav,UrbanS
train_0308.wav,UrbanS
train_0309.wav,NorthernS
train_0310.wav,UrbanS
train_0311.wav,UrbanS
train_0312.wav,UrbanS
train_0313.wav,UrbanS
train_0314.wav,UrbanS
train_0315.wav,NorthernS
train_0316.wav,UrbanS
train_0317.wav,UrbanS
train_0318.wav,UrbanS
train_0319.wav,UrbanS
train_0320.wav,UrbanS
train_0321.wav,UrbanS
train_0322.wav,EasternS
train_0323.wav,UrbanS
train_0324.wav,EasternS
train_0325.wav,NorthernS
train_0326.wav,EasternS
train_0327.wav,UrbanS
train_0328.wav,UrbanS
train_0329.wav,NorthernS
train_0330.wav,UrbanS
train_0331.wav,UrbanS
train_0332.wav,UrbanS
train_0333.wav,EasternS
train_0334.wav,UrbanS
train_0335.wav,UrbanS
train_0336.wav,NorthernS
train_0337.wav,UrbanS
train_0338.wav,UrbanS
train_0339.wav,EasternS
train_0340.wav,EasternS
train_0341.wav,NorthernS
train_0342.wav,UrbanS
train_0343.wav,EasternS
train_0344.wav,UrbanS
train_0345.wav,UrbanS
train_0346.wav,UrbanS
train_0347.wav,UrbanS
train_0348.wav,EasternS
train_0349.wav,UrbanS
train_0350.wav,NorthernS
train_0351.wav,NorthernS
train_0352.wav,UrbanS
train_0353.wav,NorthernS
train_0354.wav,EasternS
train_0355.wav,UrbanS
train_0356.wav,UrbanS
train_0357.wav,UrbanS
train_0358.wav,EasternS
train_0359.wav,EasternS
train_0360.wav,EasternS
train_0361.wav,UrbanS
train_0362.wav,UrbanS
train_0363.wav,UrbanS
train_0364.wav,EasternS
train_0365.wav,UrbanS
train_0366.wav,UrbanS
train_0367.wav,EasternS
train_0368.wav,EasternS
train_0369.wav,UrbanS
train_0370.wav,UrbanS
train_0371.wav,NorthernS
train_0372.wav,EasternS
train_0373.wav,UrbanS
train_0374.wav,NorthernS
train_0375.wav,UrbanS
train_0376.wav,UrbanS
train_0377.wav,UrbanS
train_0378.wav,EasternS
train_0379.wav,UrbanS
train_0380.wav,UrbanS
train_0381.wav,NorthernS
train_0382.wav,EasternS
train_0383.wav,UrbanS
train_0384.wav,UrbanS
train_0385.wav,UrbanS
train_0386.wav,NorthernS
train_0387.wav,EasternS
train_0388.wav,UrbanS
train_0389.wav,NorthernS
train_0390.wav,EasternS
train_0391.wav,EasternS
train_0392.wav,EasternS
train_0393.wav,UrbanS
train_0394.wav,UrbanS
train_0395.wav,NorthernS
train_0396.wav,EasternS
train_0397.wav,UrbanS
train_0398.wav,UrbanS
train_0399.wav,EasternS
train_0400.wav,UrbanS
train_0401.wav,UrbanS
train_0402.wav,NorthernS
train_0403.wav,UrbanS
train_0404.wav,UrbanS
train_0405.wav,NorthernS
train_0406.wav,EasternS
train_0407.wav,UrbanS
train_0408.wav,UrbanS
train_0409.wav,UrbanS
train_0410.wav,NorthernS
train_0411.wav,UrbanS
train_0412.wav,EasternS
train_0413.wav,UrbanS
train_0414.wav,UrbanS
train_0415.wav,EasternS
train_0416.wav,EasternS
train_0417.wav,EasternS
train_0418.wav,UrbanS
train_0419.wav,EasternS
train_0420.wav,UrbanS
train_0421.wav,UrbanS
train_0422.wav,NorthernS
train_0423.wav,UrbanS
train_0424.wav,UrbanS
train_0425.wav,UrbanS
train_0426.wav,UrbanS
train_0427.wav,NorthernS
train_0428.wav,UrbanS
train_0429.wav,EasternS
train_0430.wav,UrbanS
train_0431.wav,UrbanS
train_0432.wav,UrbanS
train_0433.wav,UrbanS
train_0434.wav,NorthernS
train_0435.wav,UrbanS
train_0436.wav,NorthernS
train_0437.wav,EasternS
train_0438.wav,EasternS
train_0439.wav,NorthernS
train_0440.wav,UrbanS
train_0441.wav,NorthernS
train_0442.wav,UrbanS
train_0443.wav,UrbanS
train_0444.wav,UrbanS
train_0445.wav,EasternS
train_0446.wav,UrbanS
train_0447.wav,UrbanS
train_0448.wav,UrbanS
train_0449.wav,NorthernS
train_0450.wav,UrbanS
train_0451.wav,UrbanS
train_0452.wav,UrbanS
train_0453.wav,NorthernS
train_0454.wav,NorthernS
train_0455.wav,UrbanS
train_0456.wav,UrbanS
train_0457.wav,EasternS
train_0458.wav,EasternS
train_0459.wav,UrbanS
train_0460.wav,EasternS
train_0461.wav,UrbanS
train_0462.wav,UrbanS
train_0463.wav,NorthernS
train_0464.wav,EasternS
train_0465.wav,UrbanS
train_0466.wav,UrbanS
train_0467.wav,EasternS
train_0468.wav,UrbanS
train_0469.wav,EasternS
train_0470.wav,NorthernS
train_0471.wav,UrbanS
train_0472.wav,UrbanS
train_0473.wav,NorthernS
train_0474.wav,UrbanS
train_0475.wav,UrbanS
train_0476.wav,UrbanS
train_0477.wav,UrbanS
train_0478.wav,UrbanS
train_0479.wav,UrbanS
train_0480.wav,UrbanS
train_0481.wav,NorthernS
train_0482.wav,NorthernS
train_0483.wav,UrbanS
train_0484.wav,EasternS
train_0485.wav,UrbanS
train_0486.wav,UrbanS
train_0487.wav,EasternS
train_0488.wav,UrbanS
train_0489.wav,NorthernS
train_0490.wav,NorthernS
train_0491.wav,NorthernS
train_0492.wav,UrbanS
train_0493.wav,UrbanS
train_0494.wav,UrbanS
train_0495.wav,UrbanS
train_0496.wav,UrbanS
train_0497.wav,UrbanS
train_0498.wav,EasternS
train_0499.wav,UrbanS
train_0500.wav,UrbanS
train_0501.wav,EasternS
train_0502.wav,NorthernS
train_0503.wav,NorthernS
train_0504.wav,NorthernS
train_0505.wav,UrbanS
train_0506.wav,UrbanS
train_0507.wav,UrbanS
train_0508.wav,UrbanS
train_0509.wav,UrbanS
train_0510.wav,NorthernS
train_0511.wav,EasternS
train_0512.wav,EasternS
train_0513.wav,UrbanS
train_0514.wav,UrbanS
train_0515.wav,UrbanS
train_0516.wav,UrbanS
train_0517.wav,UrbanS
train_0518.wav,EasternS
train_0519.wav,UrbanS
train_0520.wav,UrbanS
train_0521.wav,EasternS
train_0522.wav,EasternS
train_0523.wav,NorthernS
train_0524.wav,EasternS
train_0525.wav,UrbanS
train_0526.wav,UrbanS
train_0527.wav,NorthernS
train_0528.wav,UrbanS
train_0529.wav,EasternS
train_0530.wav,UrbanS
train_0531.wav,EasternS
train_0532.wav,NorthernS
train_0533.wav,EasternS
train_0534.wav,UrbanS
train_0535.wav,EasternS
train_0536.wav,UrbanS
train_0537.wav,NorthernS
train_0538.wav,UrbanS
train_0539.wav,UrbanS
train_0540.wav,NorthernS
train_0541.wav,NorthernS
train_0542.wav,NorthernS
train_0543.wav,NorthernS
train_0544.wav,EasternS
train_0545.wav,UrbanS
train_0546.wav,EasternS
train_0547.wav,NorthernS
train_0548.wav,NorthernS
train_0549.wav,UrbanS
train_0550.wav,UrbanS
train_0551.wav,EasternS
train_0552.wav,EasternS
train_0553.wav,NorthernS
train_0554.wav,EasternS
train_0555.wav,EasternS
train_0556.wav,UrbanS
train_0557.wav,UrbanS
train_0558.wav,UrbanS
train_0559.wav,NorthernS
train_0560.wav,EasternS
train_0561.wav,UrbanS
train_0562.wav,UrbanS
train_0563.wav,UrbanS
train_0564.wav,UrbanS
train_0565.wav,UrbanS
train_0566.wav,EasternS
train_0567.wav,UrbanS
train_0568.wav,EasternS
train_0569.wav,UrbanS
train_0570.wav,EasternS
train_0571.wav,UrbanS
train_0572.wav,UrbanS
train_0573.wav,EasternS
train_0574.wav,NorthernS
train_0575.wav,UrbanS
train_0576.wav,UrbanS
train_0577.wav,UrbanS
train_0578.wav,NorthernS
train_0579.wav,NorthernS
train_0580.wav,UrbanS
train_0581.wav,UrbanS
train_0582.wav,UrbanS
train_0583.wav,UrbanS
train_0584.wav,EasternS
train_0585.wav,EasternS
train_0586.wav,NorthernS
train_0587.wav,EasternS
train_0588.wav,UrbanS
train_0589.wav,UrbanS
train_0590.wav,UrbanS
train_0591.wav,EasternS
train_0592.wav,UrbanS
train_0593.wav,EasternS
train_0594.wav,UrbanS
train_0595.wav,UrbanS
train_0596.wav,UrbanS
train_0597.wav,NorthernS
train_0598.wav,UrbanS
train_0599.wav,UrbanS
train_0600.wav,UrbanS
train_0601.wav,UrbanS
train_0602.wav,UrbanS
train_0603.wav,NorthernS
train_0604.wav,UrbanS
train_0605.wav,EasternS
train_0606.wav,NorthernS
train_0607.wav,EasternS
train_0608.wav,UrbanS
train_0609.wav,UrbanS
train_0610.wav,NorthernS
train_0611.wav,NorthernS
train_0612.wav,EasternS
train_0613.wav,NorthernS
train_0614.wav,NorthernS
train_0615.wav,UrbanS
train_0616.wav,UrbanS
train_0617.wav,UrbanS
train_0618.wav,NorthernS
train_0619.wav,NorthernS
train_0620.wav,UrbanS
train_0621.wav,NorthernS
train_0622.wav,UrbanS
train_0623.wav,UrbanS
train_0624.wav,UrbanS
train_0625.wav,NorthernS
train_0626.wav,EasternS
train_0627.wav,UrbanS
train_0628.wav,NorthernS
train_0629.wav,NorthernS
train_0630.wav,EasternS
train_0631.wav,NorthernS
train_0632.wav,EasternS
train_0633.wav,EasternS
train_0634.wav,NorthernS
train_0635.wav,UrbanS
train_0636.wav,UrbanS
train_0637.wav,UrbanS
train_0638.wav,NorthernS
train_0639.wav,EasternS
train_0640.wav,EasternS
train_0641.wav,UrbanS
train_0642.wav,UrbanS
train_0643.wav,UrbanS
train_0644.wav,NorthernS
train_0645.wav,UrbanS
train_0646.wav,NorthernS
train_0647.wav,UrbanS
train_0648.wav,UrbanS
train_0649.wav,EasternS
train_0650.wav,EasternS
train_0651.wav,EasternS
train_0652.wav,UrbanS
train_0653.wav,NorthernS
train_0654.wav,EasternS
train_0655.wav,UrbanS
train_0656.wav,UrbanS
train_0657.wav,UrbanS
train_0658.wav,UrbanS
train_0659.wav,EasternS
train_0660.wav,UrbanS
train_0661.wav,NorthernS
train_0662.wav,UrbanS
train_0663.wav,UrbanS
train_0664.wav,UrbanS
train_0665.wav,UrbanS
train_0666.wav,NorthernS
train_0667.wav,UrbanS
train_0668.wav,EasternS
train_0669.wav,NorthernS
train_0670.wav,UrbanS
train_0671.wav,EasternS
train_0672.wav,UrbanS
train_0673.wav,NorthernS
train_0674.wav,EasternS
train_0675.wav,UrbanS
train_0676.wav,UrbanS
train_0677.wav,UrbanS
train_0678.wav,NorthernS
train_0679.wav,UrbanS
train_0680.wav,NorthernS
train_0681.wav,NorthernS
train_0682.wav,NorthernS
train_0683.wav,EasternS
train_0684.wav,UrbanS
train_0685.wav,UrbanS
train_0686.wav,UrbanS
train_0687.wav,NorthernS
train_0688.wav,NorthernS
train_0689.wav,UrbanS
train_0690.wav,EasternS
train_0691.wav,NorthernS
train_0692.wav,EasternS
train_0693.wav,NorthernS
train_0694.wav,UrbanS
train_0695.wav,NorthernS
train_0696.wav,EasternS
train_0697.wav,UrbanS
train_0698.wav,UrbanS
train_0699.wav,NorthernS
train_0700.wav,EasternS
train_0701.wav,UrbanS
train_0702.wav,UrbanS
train_0703.wav,UrbanS
train_0704.wav,UrbanS
train_0705.wav,NorthernS
train_0706.wav,EasternS
train_0707.wav,EasternS
train_0708.wav,EasternS
train_0709.wav,NorthernS
train_0710.wav,UrbanS
train_0711.wav,UrbanS
train_0712.wav,UrbanS
train_0713.wav,NorthernS
train_0714.wav,UrbanS
train_0715.wav,EasternS
train_0716.wav,NorthernS
train_0717.wav,NorthernS
train_0718.wav,NorthernS
train_0719.wav,EasternS
train_0720.wav,UrbanS
train_0721.wav,NorthernS
train_0722.wav,EasternS
train_0723.wav,NorthernS
train_0724.wav,EasternS
train_0725.wav,NorthernS
train_0726.wav,EasternS
train_0727.wav,UrbanS
train_0728.wav,UrbanS
train_0729.wav,EasternS
train_0730.wav,UrbanS
train_0731.wav,EasternS
train_0732.wav,UrbanS
train_0733.wav,EasternS
train_0734.wav,UrbanS
train_0735.wav,UrbanS
train_0736.wav,UrbanS
train_0737.wav,EasternS
train_0738.wav,UrbanS
train_0739.wav,EasternS
train_0740.wav,NorthernS
train_0741.wav,EasternS
train_0742.wav,NorthernS
train_0743.wav,UrbanS
train_0744.wav,UrbanS
train_0745.wav,EasternS
train_0746.wav,NorthernS
train_0747.wav,UrbanS
train_0748.wav,NorthernS
train_0749.wav,EasternS
train_0750.wav,NorthernS
train_0751.wav,NorthernS
train_0752.wav,UrbanS
train_0753.wav,NorthernS
train_0754.wav,EasternS
train_0755.wav,UrbanS
train_0756.wav,NorthernS
train_0757.wav,EasternS
train_0758.wav,UrbanS
train_0759.wav,EasternS
train_0760.wav,UrbanS
train_0761.wav,NorthernS
train_0762.wav,UrbanS
train_0763.wav,NorthernS
train_0764.wav,EasternS
train_0765.wav,UrbanS
train_0766.wav,UrbanS
train_0767.wav,EasternS
train_0768.wav,EasternS
train_0769.wav,UrbanS
train_0770.wav,NorthernS
train_0771.wav,EasternS
train_0772.wav,UrbanS
train_0773.wav,UrbanS
train_0774.wav,EasternS
train_0775.wav,EasternS
train_0776.wav,NorthernS
train_0777.wav,UrbanS
train_0778.wav,UrbanS
train_0779.wav,UrbanS
train_0780.wav,UrbanS
train_0781.wav,UrbanS
train_0782.wav,UrbanS
train_0783.wav,EasternS
train_0784.wav,EasternS
train_0785.wav,EasternS
train_0786.wav,NorthernS
train_0787.wav,NorthernS
train_0788.wav,UrbanS
train_0789.wav,UrbanS
train_0790.wav,UrbanS
train_0791.wav,NorthernS
train_0792.wav,EasternS
train_0793.wav,UrbanS
train_0794.wav,UrbanS
train_0795.wav,UrbanS
train_0796.wav,NorthernS
train_0797.wav,UrbanS
train_0798.wav,UrbanS
train_0799.wav,NorthernS
train_0800.wav,NorthernS
train_0801.wav,EasternS
train_0802.wav,NorthernS
train_0803.wav,UrbanS
train_0804.wav,EasternS
train_0805.wav,EasternS
train_0806.wav,UrbanS
train_0807.wav,UrbanS
train_0808.wav,EasternS
train_0809.wav,UrbanS
train_0810.wav,UrbanS
train_0811.wav,EasternS
train_0812.wav,EasternS
train_0813.wav,EasternS
train_0814.wav,UrbanS
train_0815.wav,UrbanS
train_0816.wav,UrbanS
train_0817.wav,NorthernS
train_0818.wav,EasternS
train_0819.wav,UrbanS
train_0820.wav,UrbanS
train_0821.wav,UrbanS
train_0822.wav,UrbanS
train_0823.wav,EasternS
train_0824.wav,NorthernS
train_0825.wav,EasternS
train_0826.wav,UrbanS
train_0827.wav,EasternS
train_0828.wav,NorthernS
train_0829.wav,NorthernS
train_0830.wav,NorthernS
train_0831.wav,UrbanS
train_0832.wav,UrbanS
train_0833.wav,EasternS
train_0834.wav,EasternS
train_0835.wav,UrbanS
train_0836.wav,EasternS
train_0837.wav,NorthernS
train_0838.wav,EasternS
train_0839.wav,NorthernS
train_0840.wav,UrbanS
train_0841.wav,UrbanS
train_0842.wav,UrbanS
train_0843.wav,NorthernS
train_0844.wav,EasternS
train_0845.wav,UrbanS
train_0846.wav,UrbanS
train_0847.wav,NorthernS
train_0848.wav,UrbanS
train_0849.wav,UrbanS
train_0850.wav,NorthernS
train_0851.wav,UrbanS
train_0852.wav,NorthernS
train_0853.wav,UrbanS
train_0854.wav,EasternS
train_0855.wav,EasternS
train_0856.wav,UrbanS
train_0857.wav,UrbanS
train_0858.wav,UrbanS
train_0859.wav,EasternS
train_0860.wav,UrbanS
train_0861.wav,UrbanS
train_0862.wav,EasternS
train_0863.wav,NorthernS
train_0864.wav,UrbanS
train_0865.wav,NorthernS
train_0866.wav,NorthernS
train_0867.wav,NorthernS
train_0868.wav,EasternS
train_0869.wav,UrbanS
train_0870.wav,NorthernS
train_0871.wav,UrbanS
train_0872.wav,UrbanS
train_0873.wav,UrbanS
train_0874.wav,UrbanS
train_0875.wav,EasternS
train_0876.wav,UrbanS
train_0877.wav,EasternS
train_0878.wav,UrbanS
train_0879.wav,NorthernS
train_0880.wav,EasternS
train_0881.wav,UrbanS
train_0882.wav,UrbanS
train_0883.wav,NorthernS
train_0884.wav,EasternS
train_0885.wav,NorthernS
train_0886.wav,UrbanS
train_0887.wav,UrbanS
train_0888.wav,UrbanS
train_0889.wav,NorthernS
train_0890.wav,UrbanS
train_0891.wav,UrbanS
train_0892.wav,UrbanS
train_0893.wav,UrbanS
train_0894.wav,EasternS
train_0895.wav,EasternS
train_0896.wav,EasternS
train_0897.wav,EasternS
train_0898.wav,UrbanS
train_0899.wav,NorthernS
train_0900.wav,UrbanS
train_0901.wav,EasternS
train_0902.wav,UrbanS
train_0903.wav,UrbanS
train_0904.wav,EasternS
train_0905.wav,NorthernS
train_0906.wav,NorthernS
train_0907.wav,NorthernS
train_0908.wav,UrbanS
train_0909.wav,EasternS
train_0910.wav,UrbanS
train_0911.wav,EasternS
train_0912.wav,EasternS
train_0913.wav,EasternS
train_0914.wav,NorthernS
train_0915.wav,UrbanS
train_0916.wav,NorthernS
train_0917.wav,UrbanS
train_0918.wav,UrbanS
train_0919.wav,EasternS
train_0920.wav,NorthernS
train_0921.wav,NorthernS
train_0922.wav,NorthernS
train_0923.wav,EasternS
train_0924.wav,NorthernS
train_0925.wav,UrbanS
train_0926.wav,UrbanS
train_0927.wav,EasternS
train_0928.wav,UrbanS
train_0929.wav,UrbanS
train_0930.wav,UrbanS
train_0931.wav,NorthernS
train_0932.wav,NorthernS
train_0933.wav,EasternS
train_0934.wav,NorthernS
train_0935.wav,EasternS
train_0936.wav,NorthernS
train_0937.wav,EasternS
train_0938.wav,EasternS
train_0939.wav,NorthernS
train_0940.wav,EasternS
train_0941.wav,UrbanS
train_0942.wav,UrbanS
train_0943.wav,NorthernS
train_0944.wav,UrbanS
train_0945.wav,NorthernS
train_0946.wav,UrbanS
train_0947.wav,UrbanS
train_0948.wav,NorthernS
train_0949.wav,UrbanS
train_0950.wav,NorthernS
train_0951.wav,EasternS
train_0952.wav,NorthernS
train_0953.wav,UrbanS
train_0954.wav,NorthernS
train_0955.wav,UrbanS
train_0956.wav,NorthernS
train_0957.wav,EasternS
train_0958.wav,UrbanS
train_0959.wav,UrbanS
train_0960.wav,UrbanS
train_0961.wav,EasternS
train_0962.wav,NorthernS
train_0963.wav,UrbanS
train_0964.wav,UrbanS
train_0965.wav,NorthernS
train_0966.wav,UrbanS
train_0967.wav,UrbanS
train_0968.wav,UrbanS
train_0969.wav,UrbanS
train_0970.wav,EasternS
train_0971.wav,NorthernS
train_0972.wav,UrbanS
train_0973.wav,NorthernS
train_0974.wav,UrbanS
train_0975.wav,UrbanS
train_0976.wav,UrbanS
train_0977.wav,UrbanS
train_0978.wav,EasternS
train_0979.wav,EasternS
train_0980.wav,NorthernS
train_0981.wav,UrbanS
train_0982.wav,EasternS
train_0983.wav,NorthernS
train_0984.wav,EasternS
train_0985.wav,EasternS
train_0986.wav,EasternS
train_0987.wav,UrbanS
train_0988.wav,UrbanS
train_0989.wav,NorthernS
train_0990.wav,UrbanS
train_0991.wav,EasternS
train_0992.wav,NorthernS
train_0993.wav,EasternS
train_0994.wav,UrbanS
train_0995.wav,UrbanS
train_0996.wav,NorthernS
train_0997.wav,UrbanS
train_0998.wav,UrbanS
train_0999.wav,UrbanS
train_1000.wav,EasternS
train_1001.wav,NorthernS
train_1002.wav,NorthernS
train_1003.wav,EasternS
train_1004.wav,UrbanS
train_1005.wav,NorthernS
train_1006.wav,EasternS
train_1007.wav,UrbanS
train_1008.wav,UrbanS
train_1009.wav,EasternS
train_1010.wav,UrbanS
train_1011.wav,UrbanS
train_1012.wav,UrbanS
train_1013.wav,UrbanS
train_1014.wav,NorthernS
train_1015.wav,NorthernS
train_1016.wav,UrbanS
train_1017.wav,NorthernS
train_1018.wav,EasternS
